chem_id,inchikey,mw,exact_mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,ring_count,fraction_csp3,heavy_atoms,heteroatoms,formal_charge,qed,ro5_violations
Chemical_3552472437097287233,OAUAVKGFNHNNGR-HXUWFJFHSA-N,340.419,340.1675,4.681,58.92,2,4,4,2,3,0.3333,25,4,0,0.7934,0
Chemical_6362650522322958980,KKZJGLLVHKMTCM-UHFFFAOYSA-N,444.488,444.2009,-0.139,163.18,8,10,12,2,3,0.3636,32,10,0,0.1393,1
Chemical_5928202342406660171,YMDZUMYJFIJCRU-UHFFFAOYSA-N,311.301,311.1018,1.386,127.15,3,8,1,3,4,0.2,23,8,0,0.5792,0
Chemical_5355629561194689936,RWDSADRZXTYPMY-UHFFFAOYSA-N,354.358,354.1103,3.791,111.13,4,6,3,3,3,0.15,26,6,0,0.5326,0
Chemical_6050750005447522032,MOESXQFGHNEYAH-UHFFFAOYSA-N,270.284,270.0892,3.003,66.76,2,4,4,2,2,0.0625,20,4,0,0.6617,0
Chemical_7590323878054352566,XNPQRYUNKPQOPF-UHFFFAOYSA-N,348.398,348.1362,4.168,69.92,3,4,3,3,4,0.1818,26,4,0,0.6644,0
Chemical_7167693167129311541,Cyclic Adenosine Monophosphate,329.209,329.0525,-0.817,154.84,3,10,1,2,4,0.5,22,12,0,0.5651,0
Chemical_1623800041486121828,DEUNVKAEJOZXBQ-UVNCQSPWSA-N,454.384,454.1111,-0.439,195.6,7,12,6,2,3,0.35,32,12,0,0.2199,2
Chemical_4093318152916518893,nan,306.27,306.074,1.037,130.61,6,7,1,2,3,0.2,22,7,0,0.4339,1
Chemical_1135340469209947920,KXCCKWRKONCMRZ-MYPZJPOHSA-N,350.455,350.2093,1.947,86.99,3,5,12,0,0,0.65,25,5,0,0.2167,0
Chemical_8371041992354201849,QZLKGEWVHZXRAM-ISJQQBSNSA-N,497.629,497.2989,0.04,110.08,3,9,7,0,6,1.0,35,9,0,0.4491,0
Chemical_1515363480297275658,ZAGYKNAXCCJVSM-JTQLQIEISA-N,152.237,152.1201,2.424,20.23,1,1,1,0,1,0.6,11,1,0,0.6115,0
Chemical_3358561300094231727,VGDQBNXQAOYMPS-KHQYYURSSA-N,354.45,354.1943,2.226,65.56,2,4,2,2,6,0.5714,26,5,0,0.812,0
Chemical_7153811934449225650,nan,484.721,484.3553,6.515,77.76,3,3,2,0,5,0.8387,35,4,0,0.4172,1
Chemical_5282546052563493735,NSEYWVWJDRQTET-QEMDYZRUSA-N,625.759,625.3251,3.848,139.67,2,10,7,1,4,0.6,45,10,0,0.261,1
Chemical_3053122542249122572,YNYCMZUNOUODED-LZJOJEPKSA-N,915.08,914.4875,0.887,283.98,10,17,9,0,8,0.9348,64,18,0,0.0665,3
Chemical_6039599121190912663,NNAZNRWIPXYANE-UHFFFAOYSA-N,328.456,328.2151,3.609,24.94,0,4,7,2,2,0.4,24,4,0,0.7751,0
Chemical_6844296992641682752,YJLWCUHAERZZBY-VCCMTOOWSA-N,292.463,292.2402,4.085,40.46,2,2,4,0,2,0.7895,21,2,0,0.7664,0
Chemical_5039888983366885250,nan,428.745,428.4018,8.249,20.23,1,1,0,0,5,1.0,31,1,0,0.4116,1
Chemical_3110791739277244576,Ethyl Cinnamate,176.215,176.0837,2.263,26.3,0,2,3,1,1,0.1818,13,2,0,0.5213,0
Chemical_1576047157351597648,GVGCIKKRNRWACL-NXEZZACHSA-N,170.252,170.1307,1.498,40.46,2,2,5,0,0,0.6,12,2,0,0.6137,0
Chemical_282352189307376293,"3Beta-Hydroxy-13-Hydroxymethyl-12-Methoxy-Ent-Podocarp-6,8,11,13-Tetraene",302.414,302.1882,3.269,49.69,2,3,2,1,3,0.5789,22,3,0,0.8813,0
Chemical_5751355288174581109,Nigelladine A,283.415,283.1936,4.428,29.43,0,2,1,0,3,0.5789,21,2,0,0.6998,0
Chemical_4244078955605719932,PDCFTPUXIGMZDM-SFHVURJKSA-N,426.465,426.1679,3.949,109.36,3,7,4,3,4,0.375,31,7,0,0.428,0
Chemical_5689827539714030515,NVEQFIOZRFFVFW-RMRHIDDWSA-N,220.356,220.1827,3.936,12.53,0,1,0,0,3,0.8667,16,1,0,0.4448,0
Chemical_1381844188791367251,ACHDPRAJHGRGDC-UHFFFAOYSA-N,136.154,136.0637,1.35,62.95,1,3,0,1,1,0.2857,10,3,0,0.5851,0
Chemical_6007450695587796283,nan,578.669,578.2529,7.066,127.03,2,7,5,3,6,0.3235,43,9,0,0.2449,2
Chemical_791329434397458640,NZYBILDYPCVNMU-UHFFFAOYSA-N,161.248,161.1204,2.154,12.03,1,1,1,1,2,0.4545,12,1,0,0.6652,0
Chemical_1343413785477115240,MOCOVNGOINOTNW-XXJDAYKBSA-N,424.402,424.1369,-2.615,166.28,5,10,0,0,6,0.8,30,10,0,0.2053,0
Chemical_2317402207930209656,LRSZCABOCNICES-PFICTPMUSA-N,784.981,784.4609,1.097,228.22,9,14,7,0,7,0.9512,55,14,0,0.1649,3
Chemical_8378009396790659607,OKSYGNZRHZRPCI-MRTLCKSKSA-N,392.492,392.2199,2.499,74.22,1,6,1,0,5,0.8636,28,6,0,0.7391,0
Chemical_6014483425060579394,AOJWKPQIUREKNP-UHFFFAOYSA-N,252.27,252.111,3.417,86.28,0,4,2,1,1,0.5,18,6,0,0.5957,0
Chemical_4002906886633051075,AHJWMSQZOWKKJQ-PLNGDYQASA-N,208.373,208.005,2.446,17.07,0,3,6,0,0,0.4286,11,4,0,0.4929,0
Chemical_5164862857994629072,XVXPXUMUGATHPD-GHJITMOCSA-N,426.729,426.3862,8.025,20.23,1,1,1,0,5,0.9333,31,1,0,0.4207,1
Chemical_8710219213478376357,nan,314.466,314.2457,4.292,70.06,2,3,16,0,1,0.9444,22,4,0,0.3292,0
Chemical_4907886481990875438,nan,481.806,481.4495,8.003,69.56,3,3,26,0,0,0.9,34,4,0,0.0865,1
Chemical_7287822547450969757,RAWCIZOYSXHPJN-PKNBQFBNSA-N,164.292,164.1565,3.926,0.0,0,0,5,0,0,0.6667,12,0,0,0.4264,0
Chemical_2699322550441291493,ROWKODQLOIEBHL-XCWFNORRSA-N,416.47,416.1835,2.686,110.13,2,7,3,1,3,0.5217,30,7,0,0.5757,0
Chemical_1615053984204754120,HBGUTBHLNQISCQ-UHFFFAOYSA-N,438.52,438.2042,5.61,96.22,3,6,7,2,3,0.3462,32,6,0,0.4864,1
Chemical_5033673641610864404,UZIOUZHBUYLDHW-LTVHJKFFSA-N,801.024,800.4922,1.12,239.22,10,14,10,0,6,0.9524,56,14,0,0.1102,3
Chemical_6542632139791425082,YEQCMNVFKIRZEQ-VHAPPMNBSA-N,778.859,778.3214,2.436,168.5,3,14,5,1,12,0.5814,57,14,0,0.1726,2
Chemical_6002880740797393756,SWUDFTFZJZYYDY-WBOJAVRRSA-N,262.393,262.1933,4.101,26.3,0,2,2,0,3,0.8235,19,2,0,0.553,0
Chemical_3677025468029662408,Glyceryl Monooleate,356.547,356.2927,4.92,66.76,2,4,18,0,0,0.8571,25,4,0,0.2077,0
Chemical_4764490078692406585,CFQCSBMXAIKJLN-FUYFFLBFSA-N,527.658,527.2883,1.855,108.69,3,8,5,1,7,0.7667,38,8,0,0.4983,1
Chemical_378898027205621851,nan,316.401,316.1787,2.273,60.85,1,3,5,1,2,0.4444,23,5,0,0.8467,0
Chemical_4812100704115215315,Alstiphyllanine F,592.645,592.2421,3.507,114.02,1,11,8,2,7,0.5,43,11,0,0.3589,2
Chemical_1708322769971211906,JFWCEOZJEWNPOW-GQOQCBKBSA-N,317.385,317.1627,1.995,51.16,1,5,3,1,4,0.5556,23,5,0,0.8643,0
Chemical_5745452639499874216,Floralginsenoside Tc,1127.278,1126.5771,-3.125,406.75,16,25,17,0,8,0.9623,78,25,0,0.0296,3
Chemical_5544632063451877055,Pratensein,300.266,300.0634,2.585,100.13,3,6,2,3,3,0.0625,22,6,0,0.6723,0
Chemical_6411178430967412771,VPQXQYWWGHLTKF-UHFFFAOYSA-N,134.2,134.0402,1.608,26.3,0,3,3,0,0,0.8,8,3,0,0.433,0
Chemical_367845171524132215,CZLWREWIXSHVJD-AYFFSUKUSA-N,564.675,564.2723,4.754,116.2,1,8,5,1,4,0.5152,41,8,0,0.2357,1
Chemical_5064367273922051306,PWKVHHWFBTXMHU-UFNANVBGSA-N,372.417,372.1573,3.038,77.38,2,6,4,2,4,0.4286,27,6,0,0.8591,0
Chemical_4779930929187327835,"3,8-Dihydroxybenzo[C]Chromen-6-One",228.203,228.0423,2.357,70.67,2,4,0,3,3,0.0,17,4,0,0.4574,0
Chemical_3676019525832094520,Metoprolol,267.369,267.1834,1.613,50.72,2,4,9,1,1,0.6,19,4,0,0.7136,0
Chemical_964915137161954685,MRDZSBVJWOXBRW-XCBNKYQSSA-N,182.219,182.0943,1.109,49.69,2,3,3,1,1,0.4,13,3,0,0.7358,0
Chemical_7898061407861748750,"[(1S,3R,6S,7S,8S,9S,10S,11S,14S,16S)-6-acetyl-14-[(2R,4R,5R,6R)-5-[(2S,3R,4R,5R,6R)-3,5-dihydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-8-hydroxy-7,11-dimethyl-2-oxapentacyclo[8.8.0.01,3.03,7.011,16]octadecan-9-yl] benzoate",772.929,772.4034,3.718,171.97,3,13,9,1,8,0.8095,55,13,0,0.1887,2
Chemical_3498979643076425501,CQFVYCZSZSAVQY-WCLIBMSKSA-N,956.812,956.2223,-3.776,447.72,17,23,11,2,6,0.3409,68,24,0,0.0584,3
Chemical_4907025465237392726,HQNOUCSPWAGQND-UHFFFAOYSA-N,432.381,432.1056,0.783,170.05,6,10,3,3,4,0.2857,31,10,0,0.3476,1
Chemical_4883241116842030839,QXPOWGXRDUFAQW-UHFFFAOYSA-N,414.586,414.277,6.864,74.6,2,4,9,0,1,0.5385,30,4,0,0.319,1
Chemical_758590455161949563,CCXXIROIENJKKR-LQDZTQBFSA-N,392.36,392.1107,-0.492,156.91,6,9,5,2,3,0.3158,28,9,0,0.3694,1
Chemical_2870281642067990232,AFGACPRTZOCNIW-UHFFFAOYSA-N,88.175,88.0347,1.883,0.0,0,1,2,0,0,0.5,5,1,0,0.4964,0
Chemical_8511383678782543988,VFIFMJYWVUYCHB-OHXXAWQDSA-N,534.602,534.2465,2.292,142.5,1,10,4,0,4,0.75,38,10,0,0.3242,1
Chemical_5672581415133690903,RMXIBHMYFSTGIJ-CENGQTDPSA-N,714.802,714.3463,0.157,223.29,7,15,8,0,7,0.9143,50,15,0,0.077,3
Chemical_1875373008243496990,QAALPZMRHLRTRD-ZCFIWIBFSA-N,282.248,282.074,0.108,120.36,4,7,4,2,2,0.3077,20,7,0,0.5872,0
Chemical_5289879285067981145,Heptadecanoic Acid,270.457,270.2559,5.942,37.3,1,1,15,0,0,0.9412,19,2,0,0.3737,1
Chemical_5918326421974340813,"6'',7''-Dihydro-5',5'''-Dicapsaicin",610.836,610.3982,9.464,124.1,4,6,20,2,2,0.5556,44,8,0,0.0512,2
Chemical_5629549284404532061,NPRIURMPEHPCHO-CTQYRYGUSA-N,550.645,550.2778,0.608,162.98,5,10,5,0,6,0.8621,39,10,0,0.1862,1
Chemical_3428321724084260806,CNUXVAAAAPNLJA-WWCJQXKLSA-N,2657.842,2656.2497,5.218,1232.78,40,74,16,14,21,0.1552,190,74,0,0.0335,4
Chemical_5197013382079765501,FYSHYFPJBONYCQ-CHWSQXEVSA-N,402.487,402.2042,4.473,66.38,1,6,5,2,3,0.4783,29,6,0,0.7958,0
Chemical_1991261742798118050,VJOJYRWNKXWMPH-VJLQZGIISA-N,448.512,448.2097,2.617,112.27,1,8,3,1,4,0.7083,32,8,0,0.5547,0
Chemical_6808317200506687005,JAIKSLAQCMUWOS-CNTKBNPOSA-N,822.956,822.384,4.358,164.75,2,13,6,3,13,0.6087,60,14,0,0.2056,2
Chemical_2654508657288894009,DFPMSGMNTNDNHN-KTEXIAFXSA-N,580.539,580.1792,-1.165,225.06,8,14,6,2,5,0.5185,41,14,0,0.2017,3
Chemical_3707500825452814184,CYWNSUFRJHLCQT-NXGXIAAHSA-N,306.49,306.2559,5.995,26.3,0,2,8,0,0,0.65,22,2,0,0.4062,1
Chemical_224138297576580243,XUQOUAIMZATHGP-BYPYZUCNSA-N,217.229,217.1175,-1.424,157.81,6,4,5,0,0,0.5714,15,8,0,0.1881,1
Chemical_4642737182754983249,nan,606.621,606.2312,-0.076,192.19,3,13,5,0,5,0.7,43,13,0,0.2141,2
Chemical_4513859159533501736,HFGSQOYIOKBQOW-UHFFFAOYSA-N,472.71,472.3553,6.06,77.76,3,3,1,0,5,0.9,34,4,0,0.4054,1
Chemical_5686003367314186934,ZOWHLBOPCIHIHW-KQBHUUJHSA-N,329.372,329.1394,0.722,86.66,1,5,1,0,5,0.6842,24,5,-1,0.5658,0
Chemical_4551894996182774705,NGDNVOAEIVQRFH-SECBINFHSA-N,144.258,144.1514,2.728,20.23,1,1,6,0,0,1.0,10,1,0,0.5682,0
Chemical_6860065731824987983,nan,319.445,319.2147,5.02,62.05,2,3,10,1,1,0.5263,23,4,0,0.2754,1
Chemical_6614368318779219752,RVSPJJOFLXFFDA-IHZAAOHPSA-N,614.685,614.2938,-0.357,190.67,5,13,6,0,5,0.8667,43,13,0,0.2442,2
Chemical_1116289213159588293,MLJGZARGNROKAC-VQHVLOKHSA-N,319.445,319.2147,5.02,62.05,2,3,10,1,1,0.5263,23,4,0,0.2754,1
Chemical_1167519983095673853,YDDGKXBLOXEEMN-WOJBJXKFSA-N,474.374,474.0798,1.228,208.12,6,10,9,2,2,0.0909,34,12,0,0.1722,1
Chemical_9066743955662533544,RGIYRQVLZYCQGI-UHFFFAOYSA-N,490.596,490.2355,7.228,100.13,3,6,8,3,3,0.3,36,6,0,0.2881,1
Chemical_4488547974431592994,JYTPGFZCXMNCDX-FQFJXVCSSA-N,428.434,428.1682,-3.189,177.14,7,10,1,0,5,0.85,30,10,0,0.1663,1
Chemical_3518319558996021393,HBHVCPGEAYWNOG-OOHAXVOVSA-N,450.396,450.1162,0.038,186.37,7,11,3,2,4,0.381,32,11,0,0.3346,2
Chemical_7719261778363922797,IKCBLEDGTPAJDE-KXIYQBGKSA-L,548.457,548.1289,-3.757,252.77,6,13,8,1,4,0.4167,39,15,-2,0.1825,3
Chemical_58575422359219175,CWZWURFOXDKAEB-OVSVXCLTSA-N,909.979,909.3783,1.955,277.63,7,17,12,2,7,0.5957,65,18,0,0.0527,3
Chemical_5068786857213434042,AVKVSPVJSULWPS-JNFWLDLMSA-N,542.669,542.288,3.835,111.66,1,8,4,0,6,0.7742,39,8,0,0.3241,1
Chemical_3011323467437114466,nan,724.885,724.4034,0.971,196.99,7,13,4,0,8,0.9474,51,13,0,0.203,3
Chemical_9060737851088713971,nan,172.268,172.1463,2.766,26.3,0,2,6,0,0,0.9,12,2,0,0.5758,0
Chemical_3680672618474306669,RRKTZKIUPZVBMF-WECJKWEMSA-N,394.471,394.1893,2.11,51.24,0,5,2,1,7,0.6087,29,6,0,0.7195,0
Chemical_714386137022032718,nan,180.203,180.0786,1.553,54.37,1,3,1,0,1,0.4,13,3,0,0.6227,0
Chemical_8160473045561232342,GNVQLNWJZAHMQS-UHFFFAOYSA-N,398.411,398.1366,4.233,98.36,2,7,6,3,3,0.2273,29,7,0,0.5995,0
Chemical_4812145467027702950,KGHSLXLLBHRMML-VKISENBKSA-N,332.261,332.0743,-1.628,166.14,6,10,3,1,2,0.4615,23,10,0,0.2793,1
Chemical_8801530888983043888,BFELOFVXWJZJNF-UHFFFAOYSA-N,432.469,432.1784,3.093,95.84,2,8,4,2,4,0.4783,31,8,0,0.7611,0
Chemical_3208232882946729420,Mappain,448.603,448.2614,7.423,80.92,4,4,9,2,2,0.3103,33,4,0,0.1827,1
Chemical_5361440187923902379,WROHFEWGWYQNPP-QURHSSNOSA-N,921.084,920.4981,-1.781,307.37,12,19,12,0,8,1.0,64,19,0,0.0964,3
Chemical_5663207316060089142,ACMJXJPDWRQIPO-UHFFFAOYSA-N,358.346,358.1053,3.205,98.36,2,7,4,3,3,0.2105,26,7,0,0.7388,0
Chemical_5680459538962968231,Cyclooctanone,126.199,126.1045,2.3,17.07,0,1,0,0,1,0.875,9,1,0,0.4864,0
Chemical_6067874132719908833,ZHWDSUNHEWADAB-YUOZJKDKSA-N,474.726,474.3709,6.676,55.76,1,4,2,0,5,0.9667,34,4,0,0.4538,1
Chemical_8527689072568566793,nan,784.673,784.2062,-2.19,334.42,11,20,9,3,6,0.5294,55,21,0,0.1027,3
Chemical_5417037259565978294,GNLNTGLCBAHLPE-RYHWIWLOSA-N,1023.173,1022.5298,-2.677,346.06,13,22,14,0,9,1.0,71,22,0,0.0789,3
Chemical_1722061126133983150,DQOVXHMHLOWECL-UHFFFAOYSA-N,204.357,204.1878,4.415,0.0,0,0,0,0,4,0.8667,15,0,0,0.5125,0
Chemical_7219303597544939650,QKMLPSOMRMIAPR-RBGAWHCWSA-N,638.575,638.1847,-1.376,262.36,9,16,10,2,4,0.4483,45,16,0,0.0629,3
Chemical_3233087696212257507,WFWGZFCOGHDGAJ-SFHVURJKSA-N,313.353,313.1314,2.136,48.0,0,5,1,1,5,0.5,23,5,0,0.7948,0
Chemical_5150666904528694155,LTMKWDWWHXRNMO-UHFFFAOYSA-N,204.357,204.1878,4.559,0.0,0,0,0,0,3,0.8667,15,0,0,0.5074,0
Chemical_729857472671885774,nan,166.22,166.0994,2.308,25.67,0,2,2,1,2,0.6,12,2,0,0.6299,0
Chemical_5720231524495710953,ZYURHZPYMFLWSH-UHFFFAOYSA-N,394.772,394.4539,11.169,0.0,0,0,25,0,0,1.0,28,0,0,0.135,1
Chemical_6169952379180775457,nan,174.287,174.1409,4.065,0.0,0,0,4,1,1,0.3846,13,0,0,0.6036,0
Chemical_6235011011483702618,nan,418.354,418.09,0.395,170.05,6,10,4,3,4,0.25,30,10,0,0.3484,1
Chemical_5015167339349585268,ZRHBFKOPSQICED-KSVJQGOSSA-N,1851.251,1850.1319,3.331,879.13,30,51,2,10,20,0.1463,133,51,0,0.067,3
Chemical_766575463755397412,KWVISVAMQJWJSZ-UHFFFAOYSA-N,413.646,413.3294,5.287,41.49,2,3,0,0,6,0.9259,30,3,0,0.5305,1
Chemical_308102024759533200,nan,168.236,168.115,2.764,37.3,1,1,4,0,0,0.5,12,2,0,0.5174,0
Chemical_3887256566751644314,NEFYSBQJYCICOG-ZKNOHISQSA-N,520.663,520.3036,1.891,144.52,5,8,4,0,5,0.8621,37,8,0,0.3536,1
Chemical_6840213515412924229,AMVOMZPEOOFBGQ-YFKPBYRVSA-N,200.102,199.9957,-1.423,117.97,2,5,2,0,1,0.1429,14,7,0,0.4142,0
Chemical_4097153845971379366,NIBVDXPSJBYJFT-HRUWSWHBSA-N,504.438,504.169,-7.571,268.68,11,16,8,0,3,1.0,34,16,0,0.1464,3
Chemical_6438986166172690973,PEFASEPMJYRQBW-WRJKVXCUSA-N,740.664,740.2164,-2.892,308.12,11,19,8,3,6,0.5455,52,19,0,0.1104,3
Chemical_8098127698900209436,MPZHGGPKPUVVQU-DHYNVXFASA-N,454.607,454.2719,6.352,94.83,3,5,7,1,3,0.5714,33,5,0,0.2534,1
Chemical_8386047513377126876,5-Indanol,134.178,134.0732,1.881,20.23,1,1,0,1,2,0.3333,10,1,0,0.574,0
Chemical_8427127964709595505,NDRFXTSOOBKFGG-NFXUOIEBSA-N,430.653,430.3316,3.232,66.3,3,3,0,0,6,0.9259,31,4,1,0.5171,0
Chemical_2474013476387132430,LMGZCSKYOKDBES-SJLPKXTDSA-N,399.399,399.1318,2.579,86.69,1,8,3,2,5,0.381,29,8,0,0.7885,0
Chemical_5028541135455928472,YZPIVPVXEUAVNR-UHFFFAOYSA-N,217.356,217.183,4.301,12.89,0,1,0,1,2,0.6667,16,1,0,0.6311,0
Chemical_8917978584549709791,"1,3,7-Trihydroxy-2,4-Diisoprenylxanthone",380.44,380.1624,5.08,90.9,3,5,4,3,3,0.2609,28,5,0,0.4336,1
Chemical_5746645294859927720,nan,322.533,322.2872,6.133,26.3,0,2,14,0,2,0.9524,23,2,0,0.2838,1
Chemical_1133503847501205052,VJRRUPHSDRBMPP-UHFFFAOYSA-N,190.33,190.1722,4.025,0.0,0,0,0,0,4,0.8571,14,0,0,0.506,0
Chemical_4188636970674084499,ANUBYMNVOPVATP-OAZHBLANSA-L,740.909,740.1228,1.69,283.7,7,14,12,4,5,0.1667,53,17,0,0.0471,3
Chemical_598881002654060295,CZSBHMFVVLYIQQ-AKHSZGMMSA-N,814.831,814.3259,-3.049,312.05,11,19,15,0,3,0.5789,57,19,0,0.0445,3
Chemical_472110437961021531,Crotonkinin E,402.531,402.2406,4.239,69.67,0,5,3,0,4,0.7917,29,5,0,0.5216,0
Chemical_4867685332612946777,LPFQFJKAHSGCFJ-LJIKAXRCSA-N,504.485,504.1843,-2.647,196.99,7,13,10,1,3,0.6364,35,13,0,0.1746,3
Chemical_7208242735754915351,ROHLIYKWVMBBFX-HQWVLBPASA-N,903.069,902.4875,-0.83,287.14,11,18,13,0,8,0.9556,63,18,0,0.1007,3
Chemical_3775967335485557933,MWWSFMDVAYGXBV-RUELKSSGSA-N,579.986,579.1507,0.423,206.07,6,12,5,2,5,0.4444,40,13,0,0.2274,3
Chemical_315501185981463385,OAKBMFLEIZVVAO-LOQVKEBGSA-N,400.603,400.2977,5.982,38.69,1,3,4,0,6,0.8462,29,3,0,0.4658,1
Chemical_7733286367536947935,KDPFMRXIVDLQKX-IZZDOVSWSA-N,236.355,236.1776,3.553,34.14,0,2,1,0,1,0.7333,17,2,0,0.6524,0
Chemical_1353512358631207293,GFXVRHSJEROLQU-QZXKJPFOSA-N,1219.375,1218.6033,-2.012,420.66,15,25,14,0,9,0.8983,85,26,0,0.0387,3
Chemical_703437520917030743,Chaetoglobosin A,528.649,528.2624,4.673,115.28,3,5,2,2,6,0.4688,39,7,0,0.387,1
Chemical_584497453668085997,Albafuran A,378.468,378.1831,6.452,73.83,3,4,6,3,3,0.25,28,4,0,0.4308,1
Chemical_2146373885805622033,SJTUMRJEPINXFC-UHFFFAOYSA-N,168.236,168.115,1.374,37.3,1,2,1,0,2,0.9,12,2,0,0.6418,0
Chemical_954414928751086000,SRBFZHDQGSBBOR-OWMBCFKOSA-N,150.13,150.0528,-2.582,90.15,4,5,0,0,1,1.0,10,5,0,0.3043,0
Chemical_4380155539207154623,OKOHMBRGHIAYBH-FCXXMXSZSA-N,366.461,366.1943,3.224,43.7,0,5,2,2,5,0.5,27,5,0,0.7657,0
Chemical_8657656625722838354,Biyouyanagiol,422.518,422.2305,1.713,121.13,3,7,3,0,3,0.7826,30,7,0,0.3596,0
Chemical_2026500584216469951,nan,344.272,344.0743,-1.34,184.98,7,9,3,1,2,0.4286,24,10,0,0.2555,1
Chemical_3201301162535634290,nan,316.744,316.0615,2.878,52.83,0,5,2,4,4,0.125,22,6,0,0.5704,0
Chemical_3134639492388479696,1Beta-P-Coumaroyloxypolygodial,396.483,396.1937,4.104,80.67,1,5,5,1,3,0.4583,29,5,0,0.4603,0
Chemical_5675731522418664864,OLSDAJRAVOVKLG-UHFFFAOYSA-N,168.148,168.0423,0.51,77.76,3,3,2,1,1,0.125,12,4,0,0.6008,0
Chemical_4164190295419611401,QBUBATRUNJQRGU-JGZCDCRTSA-N,1079.237,1078.556,-2.353,355.29,13,23,16,0,9,0.9615,75,23,0,0.072,3
Chemical_195052135208467750,"6-Methoxycyclohexane-1,2,3,4,5-Pentol",194.183,194.079,-3.18,110.38,5,6,1,0,1,1.0,13,6,0,0.3008,0
Chemical_3446613256192213100,HTLHTPDGQJJQIR-MRXNPFEDSA-N,404.459,404.1835,3.009,105.45,3,7,11,2,2,0.4091,29,7,0,0.5286,0
Chemical_2578429283679503085,Bergamottin,338.403,338.1518,5.611,52.58,0,4,6,3,3,0.2857,25,4,0,0.4328,1
Chemical_611893745502729287,MWJTZEZNHBWDNU-KRWDZBQOSA-N,412.438,412.1522,3.646,120.36,4,7,3,3,4,0.3478,30,7,0,0.3828,0
Chemical_3523534629750324452,OGABYGZTMRAASL-UWCCFGPMSA-N,472.622,472.2825,3.431,96.36,2,6,2,0,6,0.8571,34,6,0,0.4722,0
Chemical_1984692592693819303,nan,482.35,482.0697,-1.278,243.9,9,14,1,2,4,0.3,34,14,0,0.1698,2
Chemical_3767425354718060053,"1,7-Bis(4-Hydroxy-3-Methoxyphenyl)Hept-1-Ene-3,5-Dione",370.401,370.1416,3.289,93.06,2,6,9,2,2,0.2381,27,6,0,0.5197,0
Chemical_7394347233348773307,AVAGQVZSHJYDED-NWAIQIOLSA-N,390.476,390.2042,3.352,78.9,0,6,3,0,3,0.6818,28,6,0,0.3182,0
Chemical_3319763230835498337,ZNJFBWYDHIGLCU-WLXIIPMDSA-M,209.265,209.1183,1.078,57.2,0,3,5,0,1,0.6667,15,3,-1,0.6365,0
Chemical_5508906303361582545,WWFKELYBJISZRC-FTDLEJDISA-N,475.67,475.3298,4.243,72.17,1,6,3,0,7,1.0,34,6,0,0.6157,0
Chemical_4047110578922027661,NMJUQUGTCLZQRB-ORQKVXKBSA-N,318.457,318.2195,4.019,46.53,1,3,2,0,3,0.75,23,3,0,0.4751,0
Chemical_3007772216369907386,PPBISUGOQDBBEL-UHFFFAOYSA-N,354.402,354.1467,4.009,68.15,2,5,2,2,4,0.3333,26,5,0,0.7978,0
Chemical_8849038629004216,DNXHEGUUPJUMQT-HPFXQQBRSA-N,270.372,270.162,3.817,37.3,1,2,0,1,4,0.6111,20,2,0,0.7779,0
Chemical_3948968400381351705,VHYOPYJAYFACJC-RCOVLWMOSA-N,160.263,160.0017,1.508,17.07,0,2,1,0,1,0.3333,9,3,0,0.5408,0
Chemical_7144702155262957569,"(3S,7S)-5,6-Dehydro-4''-De-O-Methylcentrolobine",296.366,296.1412,4.117,49.69,2,3,4,2,3,0.2632,22,3,0,0.8345,0
Chemical_3804690514011570277,PLKFSXFJGNZAER-HCGIPUGESA-N,498.572,498.2254,5.496,81.68,0,8,6,2,4,0.4643,36,8,0,0.3818,1
Chemical_7786996722517151881,nan,114.144,114.0681,1.126,26.3,0,2,2,0,0,0.5,8,2,0,0.397,0
Chemical_3852148957914024490,UMRPOGLIBDXFNK-UHFFFAOYSA-N,468.766,468.3967,8.74,26.3,0,2,1,0,5,0.9062,34,2,0,0.2839,1
Chemical_3468202757694724969,YYHHNGWWKYBCRQ-BQZWUGRESA-N,943.134,942.5188,-0.495,298.14,12,18,10,0,8,0.9167,66,18,0,0.123,3
Chemical_1030872397086404010,nan,670.576,670.1534,1.448,255.27,8,16,9,4,5,0.25,48,16,0,0.0712,3
Chemical_1646706188094519910,nan,194.183,194.079,-3.18,110.38,5,6,1,0,1,1.0,13,6,0,0.3008,0
Chemical_7932019304228464498,Persicarin,434.419,433.971,-1.861,166.56,3,9,4,3,3,0.0625,28,12,0,0.3129,0
Chemical_7465012494415818049,VDYACOATPFOZIO-DYXDTQHNSA-N,356.418,356.1624,3.766,53.99,0,5,6,1,3,0.381,26,5,0,0.7265,0
Chemical_5120509849748638554,FPUXKXIZEIDQKW-DHAJINMISA-N,408.403,408.142,-0.34,128.59,2,9,0,0,6,0.85,29,9,0,0.4085,0
Chemical_6837126645967484707,nan,314.425,314.1882,3.836,43.37,0,3,1,0,4,0.7,23,3,0,0.4195,0
Chemical_6267216596984816107,IICZMVCRWGAHJB-UHFFFAOYSA-N,236.355,236.1776,3.256,26.3,0,2,0,0,3,0.9333,17,2,0,0.6034,0
